SKU;Artículo;UMedida
25267;"ELECTRODO PARA ACERO INOXIDABLE 1/8"" (3.17 mm) 312 OK 68.81 1 lb (0.453 kg)";0.453 kg
25324;DIFUSOR ACRILICO PARA LAMPARA DE MERCURIO                   ;Uni
25435;RPTO CORTAGRAMA CUERDA DE ACERO 43-403;Uni
25443;RPTO CORTAGRAMA GROMMET 281299                              ;Uni
24622;CERA LIQUIDA PARA PISO AGRADA BLANCA GALON;Uni
24715;RODO PARA REFRIGERADORA ;JGO
24748;JUEGO DE LLAVES MIXTA 10-14 mm STANLEY 88851 S/5;JGO
24764;TAPADERA CUADRADA 4X4 (10.16 x 10.16 cm) KO Y2 ;Uni
24765;TAPADERA CUADRADA 4X4 (10.16 x 10.16 cm) CIEGA;Uni
24833;MACETA DE BARRO TIPO VASO 38X40 cm;Uni
24840;SOPORTE PARA ENTREPAÑO 5 mm ZINCADO SB.2050;Uni
24901;"PERNO GOLOSO HEX PARA MADERA 1/4X1.1/2""(6.35 x 38.1 mm) ZINC ";Uni
24902;"PERNO GOLOSO HEX PARA MADERA 3/8X1.1/4""(9.52 x 31.75 mm) ZINC ";Uni
24903;"PERNO GOL HEX PARA LAM #10X 1/2""(12.70 mm) ZINC ";Uni
24905;"PERNO GOL HEX PARA LAM #12X 1/2""(12.70 mm) ZINC ";Uni
24912;"PERNO GOL HEX PARA LAM #12X 3/4""(19.05 mm) ZINC ";Uni
24913;"PERNO GOL HEX PARA LAM #10X1""(25.40 mm) ZINC";Uni
24914;"PERNO GOL HEX PARA LAM #12X1"" (25.40 mm) ZINC";Uni
24919;GRASA MULTIUSO 14 oz (396 g) 11315 LUBRIMATIC ;Uni
24920;LAPIZ PARA CARPINTERO 9698                                  ;Uni
2523;"BUSHING NEGRO 1/2 A 1/4"" (12.70 a 63.5 mm)";Uni
2526;"BUSHING NEGRO 3/4 A 3/8"" (19.05 a 9.52 mm) ";Uni
2530;"BUSHING NEGRO 1 A 1/2"" (25.4 a 12.70 mm) ";Uni
25322;TUBO FLUORESCENTE 17W DL                                    ;Uni
25323;TUBO FLUORESCENTE 56W F72T12/D;Uni
25325;CAPACITOR PARA LAMPARA DE MERCURIO  16MF                    ;Uni
2534;"BUSHING NEGRO 1.1/4 A 1"" (31.75 a 25.4 mm) ";Uni
2537;"BUSHING NEGRO 1.1/2 A 1"" (38.1 a 25.4 mm) ";Uni
25372;CUCA PARA RIEL 1 INDUMA T1701-001;Uni
2538;"BUSHING NEGRO 1.1/2 A 1.1/4"" (38.1 a 31.75 mm) ";Uni
2541;"BUSHING NEGRO 2 A 1"" (50.8 a 25.4 mm) ";Uni
2543;"BUSHING NEGRO 2 A 1.1/2"" (50.8 a 38.1 mm)";Uni
25491;PEGAMENTO PARA PVC 118 mL 1/4 PINTA 30890;Uni
25496;"MANGUERA DE SUCCION 2""X20' (50.8 mm x 6.09 m) 98128040 ";RLL
25503;EXTENSION PARA RODILLO FIJA 1.2 m BYP EME12;Uni
25513;EXTENSION PARA RODILLO 1 - 2 m BYP EME24 ;Uni
25522;"TORNILLO GOL CAB RED INOX #14X2.1/2""(355 .6 mm x 63.5 mm) ";Uni
25535;"TORNILLO GOL PARA LAM CAB RED INOX #12X2"" (50.8 mm) ";Uni
25536;"TORNILLO GOL PARA LAM CAB PLANA INOX #14X2""(50.8 mm)";Uni
25542;"CUERDA PARA SUJETAR 3/8"" (9.52 mm) 06175 ";m
25545;"CAJA REDONDA PARA INTEMPERIE 1/2"" (12.70 mm)";Uni
25560;"PASADOR DE BARRA 3"" (7.62 cm) LATONADO US4 NATIONAL N151-589";Uni
25566;"BISAGRA RESORTE 3.1/2X3.1/2"" (88.9 x 88.9 mm) NATIONAL N184-556 US4";Uni
25569;PIN PARA RIEL S522-272001/01822841                          ;Uni
25574;REMACHADORA 3 BOCAS TIPO MEDIANO STANLEY 69-646;Uni
25582;"NUMERO 2 4"" (10.16 cm) NEGRO N238-642";Uni
2560;"BUSHING PARA PIEDRA DE ESMERIL 1.1/4x3/4"" (31.75x19.05 mm) NORTON 69936699916";Uni
2563;"BUSHING PARA PIEDRA DE ESMERIL 1.1/4x1/2"" (31.75x127 mm) NORTON 66253451635";Uni
25694;"CAÑO NEGRO MEDIANO SIN ROSCA 1/2"" (12.70 mm)";Uni
25695;"CAÑO NEGRO MEDIANO SIN ROSCA 3"" (7.62 cm)";Uni
25742;"PERNO GOL HEX PARA LAM 5/16X 3/4""(7.93 mm x 19.05 mm) ZINC";Uni
25743;"PERNO GOL HEX PARA LAM 5/16X1""(7.93 mm x 25.4 mm) ZINC ";Uni
25744;"PERNO GOL HEX PARA LAM 5/16X1.1/4""(7.93 mm x 31.75 mm) ZINC ";Uni
25745;"PERNO GOL HEX PARA LAM 3/8X1""(9.52 mm x 25.4 mm) ZINC";Uni
25746;"PERNO GOL HEX PARA LAM 3/8X1.1/4""(9.52 mm x 31.75 mm) ZINC";Uni
25750;"TORNILLO GOL PARA LAM CAB RED INOX #8X5/8""(15.87 mm) ";Uni
25751;"TORNILLO GOL PARA LAM CAB RED INOX #10X5/8""(15.87 mm) ";Uni
25753;"TORNILLO PARED SECA ROSCA FINA #8X3""(76.2 mm) ";Uni
25768;LIMPIADOR MULTIUSOS 946 mL FANTASTIK HEAVY DUT 11600;Uni
25836;BROCA DE CENTRAR 2.5 mm ;Uni
25837;BROCA DE CENTRAR 3.15 mm ;Uni
2589;VALVULA PARA INFLAR LLANTA NPT 4802 1/4                     ;Uni
2592;"CABLE DE ACERO ALMA DE ACERO (3.18 mm) 1/8"" ";m
2593;"CABLE DE ACERO ALMA DE ACERO (9.5 mm) 3/8"" ";m
25943;CORDON PARA TELEFONO 12' (30.48 cm) ALMOND 32076 ;Uni
25467;RPTO CORTAGRAMA BOMBA INYECCION 496115                      ;Uni
25472;RPTO CORTAGRAMA TORNILLO PARA TAZ 497315                    ;Uni
25499;"UNION MANGUERA 2"" (50.8 mm) KIT97438105 ";JGO
25519;TOMA PARA EXTENSION HEMBRA NEGRO 155/33420;Uni
25520;TOMA PARA EXTENSION HEMBRA BLANCO 155W/33422;Uni
25573;"CAJA DE GRAPAS 3/8"" (9.52 mm) STANLEY TRA706T S/1000";CJA
2568;"BUSHING PVC 3/4X1/2"" (19.05 x 12.70 mm) ";Uni
25687;CAPACITOR DE MARCHA 35MFD 440V;Uni
25688;CAPACITOR DE MARCHA 40MFD 370-400VAC;Uni
25689;CAPACITOR DE MARCHA 25MFD 370V                              ;Uni
2569;"BUSHING PVC 1X3/4"" (25.4 a 19.05 mm) ";Uni
2571;"BUSHING PVC 2X1.1/2"" (50.8 x 38.1 mm) ";Uni
2572;"BUSHING PVC 2X1.1/4"" (50.8 x 31.75 mm) ";Uni
2573;"BUSHING PVC 1.1/2X1.1/4"" (38.1 x 31.75 mm) ";Uni
25737;MACHOTE PARA LLAVE A1176ST KW10                             ;Uni
2576;"BUSHING PVC 2.1/2X2"" (63.5 x 50.8 mm) ";Uni
2577;"BUSHING PVC 1.1/2X1"" (38.1 x 25.40 mm) ";Uni
2579;"BUSHING PVC 1.1/4X1"" (31.75 x 25.40 mm) ";Uni
2582;"BUSHING PVC 4X3"" (101.6 x 76.2 mm)";Uni
2585;"BUSHING PVC 3X1.1/2"" (76.2 x 38.1 mm)";Uni
25944;ADAPTADOR PARA TELEFONO DOBLE KR-202;Uni
25970;"DISCO DE LIJA 16 7"" (17.78 cm) NORTON 5539539258";Uni
25975;"DISCO DE LIJA 80 7"" (17.78 cm) NORTON 66261199712";Uni
25976;"DISCO DE LIJA 100 7"" (17.78 cm) NORTON 66261199715";Uni
25977;"DISCO DE LIJA 120 7"" (17.78 cm) NORTON 66261199718";Uni
25978;"PIEDRA MONTADA ESPIGA 1/4"" (6.35 mm) NORTON A11";Uni
25982;"PIEDRA MONTADA ESPIGA 1/4"" (6.35 mm) NORTON A6";Uni
25983;"PIEDRA MONTADA ESPIGA 1/4"" (6.35 mm) NORTON A6";Uni
25984;"PIEDRA MONTADA ESPIGA 1/4"" (6.35 mm) NORTON A12";Uni
25985;"PIEDRA MONTADA ESPIGA 1/4"" (6.35 mm) NORTON A14";Uni
25990;"PIEDRA MONTADA ESPIGA 1/4"" (6.35 mm) NORTON A24";Uni
25960;LIMPIADOR PARA PISOS MADERA 946 mL CONCENTRADO MURPHY 13220;Uni
2597;"CABLE DE ACERO ALMA DE ACERO (6.35 mm) 1/4"" ";m
2606;"CABLE DE ACERO ALMA DE ACERO (19.05 mm) 3/4""";m
26074;LUBRICANTE WD-40 BOTE 382 mL 52011 ;Uni
261;"ADAPTADOR PARA CUBO 1/2""Hx3/8""M (12.7x9.52 mm) STANLEY 4-86-414";Uni
26163;"FORRO PARA BARBACOA 20X34"" NEGRO SPC03-123L";Uni
26172;"COUPLING AL PISO 19A021 1/2X3/8"" (12.70 x 9.52 mm) ";Uni
26173;"COUPLING A LA PARED HP1752 1/2X3/8"" (12.70 mm x 9.52 mm)";Uni
26272;"BUSHING DE BRONCE 1/4""x1/8"" 110-42                          ";Uni
26273;"BUSHING DE BRONCE 3/8""x1/4"" 110-64                          ";Uni
26278;"TAPON BRONCE 1/2"" NPT MACHO 109-8                           ";Uni
26279;"REDUCTOR BRONCE CAMPANA 1/8X1/4"" NPT 10-42                  ";Uni
26280;"REDUCTOR BRONCE CAMPANA 1/4X3/8"" NPT 10-64                  ";Uni
26282;"REDUCTOR BRONCE CAMPANA 3/8X1/2"" NPT 10-86                  ";Uni
26302;"CINTA TEFLON 1/2""X12 m (12.70 mm x 12 m) VERDE ";RLL
25992;"PIEDRA MONTADA ESPIGA 1/4"" (6.35 mm) NORTON A25";Uni
25993;"PIEDRA MONTADA ESPIGA 1/4"" (6.35 mm) NORTON A3";Uni
25998;"PIEDRA MONTADA ESPIGA 1/4"" (6.35 mm) NORTON A36";Uni
26003;"PIEDRA MONTADA ESPIGA 1/4"" (6.35 mm) NORTON A4";Uni
26004;"PIEDRA MONTADA ESPIGA 1/4"" (6.35 mm) NORTON A5";Uni
26005;"PIEDRA MONTADA ESPIGA 1/8"" (3.17 mm) NORTON B135";Uni
26006;"PIEDRA MONTADA ESPIGA 1/8"" (3.17 mm) NORTON B52";Uni
26007;"PIEDRA MONTADA ESPIGA 1/8"" (3.17 mm) NORTON B53";Uni
26012;"PIEDRA MONTADA ESPIGA 1/8"" (3.17 mm) NORTON B96";Uni
26013;"PIEDRA MONTADA ESPIGA 1/8"" (3.17 mm) NORTON B131";Uni
26014;"PIEDRA MONTADA ESPIGA 1/8"" (3.17 mm) NORTON B132";Uni
26037;"JUEGO DE CUBOS 1/4x5/32-1/2"" (6.35x3.96-12.7 mm) STANLEY 86-118 S/17";JGO
2610;"CABLE DE ACERO ALMA DE YUTE (15.8 mm) 5/8"" ";m
2613;"CABLE DE ACERO ALMA DE YUTE (25.4 mm) 1"" ";m
2614;"CABLE DE ACERO ALMA DE YUTE (4.76 mm) 3/16"" ";m
2617;"CABLE DE ACERO ALMA DE YUTE (9.5 mm) 3/8"" ";m
26237;CINTURON DE SEGURIDAD PARA FUERZA 5000L                     ;Uni
26238;CINTURON DE SEGURIDAD PARA FUERZA 5000M                     ;Uni
26270;"CODO BRONCE FLARE 5/8x1/2"" NPT MACHO 49-108                 ";Uni
26271;"CONECTOR DE BRONCE H FLARE 1/4x1/4"" NPT 46-44               ";Uni
26412;"ARGOLLA ABIERTA GOLOSA (4.3 x 20 x 63 mm) 2.1/2"" ZP";Uni
26421;ARGOLLA CERRADA (4 x 10 x 39.0 mm) ZP 501                              ;Uni
26442;SOPORTE METALICO PARA PLANTA 6' (1.82 m) SS6;Uni
2651;CABLE PARA BOCINA #18/2 CLEAR                                ;m
2662;CABLE ELECTRICO TFF 16 NEGRO                                ;m
2663;CABLE ELECTRICO THHN 14 (2.08 mm2) NEGRO;m
2666;CABLE ELECTRICO THHN 4 (21.2 mm2) NEGRO;m
3206;CANDADO LATON 40 mm YALE 110.40                              ;Uni
32065;"TORNILLO GOL PARA LAM CAB PLANA ZINC #12X3/4""(19.05 mm)";Uni
32067;"TORNILLO GOL PARA LAM CAB PLANA ZINC #12X1.1/4""(31.75 mm)";Uni
32068;"TORNILLO GOL PARA LAM CAB PLANA ZINC #12X1.1/2""(38.1 mm)";Uni
32072;"TORNILLO GOL PARA LAM CAB PLANA ZINC #14X1.1/4""(31.75 mm)";Uni
32073;"TORNILLO GOL PARA LAM CAB PLANA ZINC #14X1.1/2""(38.1 mm) ";Uni
3208;CANDADO LATON 60 mm YALE 110.60                              ;Uni
3209;CANDADO LATON 70 mm YALE 110.70                              ;Uni
32105;TUERCA HEXAGONAL ZINC 10 mm PASO 150;Uni
3211;CANDADO LATON 50 mm ARCO LARGO YALE 113.50;Uni
32124;"ACCESORIO DREMEL PIEDRA DE ESMERILAR 3/16"" (4.76 mm) 8153 ";Uni
32180;SOCKET DE PORCELANA E12 1121                                ;Uni
32230;BUJIA CHAMPION QL77JC4/828-1                                ;Uni
32090;TANQUE 1100 L ROTOTEC 1000PN ;Uni
32104;MACHOTE PARA LLAVE ALBA R-59 TE59;Uni
32127;BOLSA DE PAPEL ACE 10 LB 9492646;Uni
32149;ENVASE PLASTICO BOTELLA                                     ;Uni
32179;"DISCO DE LIJA 100 7X7/8"" (177.8 x 22.22 mm) HERMES RB314";Uni
32268;HILO CRUDO 12/16                                            ;RLL
32301;CAJA PARA CAUDALES 25X18X9 cm TS0020B;Uni
3239;"CAÑO GALVANIZADO LIGERO CON ROSCA 3/4"" (19.05 mm x 6 m) ";Uni
3240;"CAÑO GALVANIZADO LIGERO CON ROSCA 1"" (25.40 mm x 6 m) ";Uni
3242;"CAÑO GALVANIZADO LIGERO CON ROSCA 1.1/2"" (38.1 mm x 6 m) ";Uni
3243;"CAÑO GALVANIZADO LIGERO CON ROSCA 2"" (50.8 mm x 6 m) ";Uni
3246;"CAÑO GALVANIZADO LIGERO CON ROSCA 4"" (101.6 mm x 6 m) ";Uni
3249;"CAÑO GALVANIZADO MEDIANO CON ROSCA 1"" (25.40 mm x 6 m) ";Uni
3252;"CAÑO GALVANIZADO MEDIANO CON ROSCA 2"" (50.8 mm x 6 m)";Uni
3255;"CAÑO GALVANIZADO MEDIANO CON ROSCA 4"" (101.6 mm x 6 m)";Uni
32245;TERMOMETRO PARA DULCE DE VIDRIO ANALOGO TAYLOR 62286;Uni
32286;"UNION RAPIDA PVC 1"" (25.4 mm) LD878 ";Uni
32406;RPTO MOTOSIERRA CUERDA AC 545008015                         ;Uni
32412;RPTO MOTOSIERRA FILTRO 530-037793                           ;Uni
32420;RPTO MOTOSIERRA INYECTOR 530071835                          ;Uni
32421;RPTO MOTOSIERRA MANGUERA 530-069247                         ;Uni
32428;RPTO MOTOSIERRA SELLO/BALE 530-056363                       ;Uni
32430;RPTO MOTOSIERRA FILTRO 530095646;Uni
32451;MACHOTE PARA LLAVE DA30P                                    ;Uni
32482;GRASA EXXON RONEX 14 oz (397 g) TUBO MOBIL ;Uni
32502;"TUBO VIDRIO PARA NIVEL 3/4X48""                              ";Uni
32556;"TRAMPA PARA RATA TIPO JAULA 8X3.1/2"" NAC";Uni
32574;SELLADOR DE ROSCA 50ML PERMATEX 56750 AT;Uni
3258;"CAÑO GALVANIZADO PESADO SIN ROSCA 3/8"" (9.52 mm x 6 m) SCH40";Uni
3261;"CAÑO NEGRO LIGERO 1/2"" (12.70 mm x 6 m) SIN ROSCA";Uni
32559;LLAVE PARA LAVAMANO AUTOMATICA 1030 04                      ;Uni
32617;CAJA PLASTICA BIN ROJA 10x16x8 cm TACTIX 320604RJ;Uni
32618;CAJA PLASTICA BIN AMARILLA 10x16x8 cm TACTIX 320604AM;Uni
32625;CAJA PLASTICA BIN NARANJA 20x33x15 cm TACTIX 320608NJ;Uni
32626;CAJA PLASTICA BIN AMARILLA 20x33x15 cm TACTIX 320608AM;Uni
32631;EXTENSION ELECTRICA 50' (15.24 m) 16/2 SJTW 30956 UL;Uni
32633;EXTENSION ELECTRICA 25' (7.62 m) 16/3 SJTW A68L16325N UL;Uni
32634;EXTENSION ELECTRICA 50' (15.24 m) 16/3 SJTW A68L16350N UL;Uni
32687;BUJIA CHAMPION DJ8J                                         ;Uni
32688;MIRILLA PARA PUERTA 200º LATONADA 8437.PL.25;Uni
328;ALAMBRE GALVANIZADO LISO 0.8 mm CAL22 1 lb (0.453 kg);0.453 kg
32854;"TALADRO PERCUTOR 1/2"" (12.7 mm) VVR DEWALT DW508S-B3";Uni
3296;CARETA PARA ESMERILAR FS801/KFS251                          ;Uni
331;ALAMBRE GALVANIZADO LISO 0.46 mm CAL26 1 lb (0.453 kg);0.453 kg
33100;SELLADOR DE AGUA THOMPSON 24111 1 gal (3.78 L) ;Uni
33101;SELLADOR DE AGUA THOMPSON 24106 CUB 6 gal (22.7 L) ;Uni
33113;AMPOLLETA DE MERCURIO 3 LINEAS SH#B127-1                    ;Uni
33137;FOCO PERA AZUL 11W E27 S14 731                              ;Uni
33138;FOCO PERA VERDE 11W E27 S14 731                             ;Uni
33139;FOCO PERA ROJO 11W E27 S14 731                              ;Uni
33145;FOCO TORPEDO NEVADO 25W E14 35 mm X100L CT ;Uni
33146;FOCO TORPEDO NEVADO 60W E14 35 mm X100L CT ;Uni
33151;FOCO CHILE 593 7.5W E-12 AMARILLO PINTAD                    ;Uni
33152;FOCO CHILE 593 7.5W E-12 VERDE PINTADO                      ;Uni
33153;FOCO CHILE 593 7.5W E-12 NARANJA PINTADO                    ;Uni
33159;FOCO CHILE ROJO E17 9W C9-1/4 120V                          ;Uni
33160;FOCO CHILE AZUL CLARO E17 9W C9-1/4 120V                    ;Uni
33230;FOCO ROJO 40W E27                                           ;Uni
33231;FOCO AMARILLO 40 E27                                        ;Uni
33246;BOMBA PARA DIESEL 3-7GPH A1YA-7912;Uni
3262;"CAÑO NEGRO LIGERO 3/4"" (19.05 mm x 6 m) SIN ROSCA ";Uni
3264;"CAÑO NEGRO LIGERO 1.1/4"" (31.75 mm x 6 m) SIN ROSCA ";Uni
3265;"CAÑO NEGRO LIGERO 1.1/2"" (38.1 mm x 6 m) SIN ROSCA ";Uni
3267;"CAÑO NEGRO LIGERO 2.1/2"" (63.5 mm x 6 m) SIN ROSCA ";Uni
3268;"CAÑO NEGRO LIGERO 3"" (76.2 mm x 6 m) SIN ROSCA";Uni
32709;ALFOMBRA PARA CARRO NEGRA RL4001B S/3;JGO
32733;ABRAZADERA PVC RECTANGULAR                                  ;Uni
3289;"CARDAN UNIVERSAL 1/4"" (6.35 mm) STANLEY 86011";Uni
32951;DADO TERMICO 50AX3P ABB THQL32050;Uni
32957;"CINTA ADHESIVA TRANSPARENTE INDUSTRIAL 2"" x 50 yd (50.8 mm x 45.72 m) BAB5048";RLL
33016;CHALECO REFLECTIVO PARA SEGURIDAD BRSV007RL;Uni
33017;ADAPTADOR PARA RELAY #GY-1;Uni
33063;FIJADOR DE ROSCA ROJO 50ML PERMATEX 27150 AR;Uni
3308;CARRETILLA DE CONSTRUCCION 4.5FT (0.12 m3) MATCO;Uni
33121;CARGADOR DE BATERIA SCHUMACHER 250/50/6/2AMP SC1325;Uni
333;ALAMBRE GALVANIZADO LISO 2.03 mm CAL14 1 lb (0.453 kg);0.453 kg
33349;RPTO CORTAGRAMA SET ANILLOS 791098                          ;JGO
33380;"GANCHO PARA PLATO 7.5-9.5"" TRIPAR 23-1307";Uni
33381;"GANCHO PARA PLATO 5.1/2-7"" TRIPAR 23-1305";Uni
33382;"GANCHO PARA PLATO 3.5-5"" TRIPAR 23-1303";Uni
33470;TOMA PARA TELEFONO TICINO 5982/2;Uni
3350;"CODO PARA COCINA 3/8""                                       ";Uni
33540;RESPIRADOR 1FILTRO QUIMICO KRC311/KCS331                    ;Uni
33541;RESPIRADOR 2FILTRO PINTURA KRC321/KCS332                    ;Uni
33604;FOCO AZUL 25W E27 45 mm x75L G17 ;Uni
33605;FOCO AMARILLO 25W E27 45 mm x75L G17 ;Uni
33606;FOCO VERDE 25W E27 45 mm X75L G17 ;Uni
33664;ONDULADOR DE CABELLO REMINTONG CI19A;Uni
33920;"CORAZA GALVANIZADA 3/8"" (9.52 mm)ARTMARK ";m
33928;FOCO CLARO TIPO ARAÑA 60W E14 G45X75                        ;Uni
33123;"REPISA PARA CLOSET 12""X6' (30.48 cm X 1.82 m) 6577597";Uni
33167;"DESAGUE PARA LAVAMANO 1.1/4X8"" (31.75 mm x 20.32 cm) PLASTICO CROMADO ";Uni
33184;EXTENSION MODULAR 100' (30.48 m) BLANCO 3102753 ;Uni
33215;"UNION BRONCE REDUCTORA FLARE 3/8x1/2"" 42R-86                ";Uni
33216;"UNION BRONCE REDUCTORA FLARE 1/2x5/8"" 42R-108               ";Uni
33314;LIMPIADOR PARA AIRE ACONDICIONADO                           ;Uni
33335;"PERNO GOL HEX PARA LAM #10X1.1/4""(31.75 mm) ZINC";Uni
33336;"PERNO GOL HEX PARA LAM #12X1.1/4""(31.75 mm) ZINC";Uni
33402;AROMA PARA CARRO DURAZNO U1P-10319                          ;Uni
33403;AROMA PARA CARRO PINO U1P-10101                             ;Uni
33404;AROMA PARA CARRO VAINILLA U1P-10105                         ;Uni
33419;LLAVE MAGNETICA PARA CANDADO;Uni
335;ALAMBRE NEGRO LISO 1.067 mm CAL19 1 lb (0.453 kg);0.453 kg
33542;OREJERA 21DB KED313 ;Uni
33575;ESCALERA 2 PELDAÑOS PT2061/WK-SL122   ;Uni
336;ALAMBRE NEGRO LISO 0.89 mm CAL20 1 lb (0.453 kg);0.453 kg
33929;FOCO TORPEDO CLARO E14 25W CT25C 35X100L                    ;Uni
3393;"CEPILLO PARA CALDERA 1/4"" NPT 2.1/2""                        ";Uni
33938;RESORTE INDUSTRIAL 37A                                      ;Uni
33951;RPTO CORTAGRAMA PORTA RODILLO 3713993-01                    ;Uni
3396;"CEPILLO PARA CALDERA 1/4"" NPT 4""                            ";Uni
33977;SWITCH DE VENTILACION #18801                                ;Uni
34029;"TORNILLO GOL PUNTA BROCA CAB RED #10X1/2""(12.70 mm) ZINC";Uni
34072;CABLE COAXIAL RG6 75OHMS 60% NEGRO NEWLINK;m
3409;CEPILLO NYLON ACE NMB3-A 12158 S/3;JGO
34100;"DOBLADORA DE TUBO 5/16-1/2"" CY-663/CF663                    ";Uni
34206;RESORTE INDUSTRIAL V16C                                     ;Uni
3426;CEPILLO DE ALAMBRE (8 cm x 25 cm) MANGO PLASTICO;Uni
34260;"BASE PARA PLATO 4"" TRIPAR 23-1244";Uni
34304;BOMBA PARA DIESEL 3-7GPH A2YA-7916/M34DL-6;Uni
34368;PEGAMENTO DECONTACTO LAMINADOS 7000 - 1/16 gal (0.236 L);Uni
33725;CAJA TERMICA MONOFASICA 20-40 ESPACIOS ABB PAL2020;Uni
33740;CUCHILLA 9 mm STANLEY STHT10322-840;Uni
33786;"RESISTENCIA PARA COCINA 8"" 240V MP21YA/5W8221 ";Uni
338;ALAMBRE NEGRO LISO 0.56 mm CAL24 1 lb (0.453 kg);0.453 kg
33882;ELECTRODO PARA CONTROL DE NIVEL SIEMENS 3UX0002;Uni
339;ALAMBRE NEGRO LISO 0.51 mm CAL26 1 lb (0.453 kg);0.453 kg
33921;"UNION RAPIDA PVC 2"" (50.8 mm) LD878";Uni
33983;"CUBO 12P 1/2"" (12.7 mm) x 26 mm STANLEY 88798";Uni
34074;TRIANGULO PARA TRAFICO 209RT001-A                           ;Uni
34192;LIJA PARA AGUA 280 230 x 280 mm NORTON T489;Uni
342;ALAMBRE ESMALTADO #17 1.15 mm 1 lb (0.453 kg);0.453 kg
34207;CAJA ORGANIZADORA DE PLASTICO 38.7x24.7x29.2 cm SHOWOFFS CLIP GRANDES STERILITE 18768606 SURT;Uni
343;ALAMBRE ESMALTADO #18 1.02 mm 1 lb (0.453 kg);0.453 kg
3445;"CEPILLO CIRCULAR 7x1"" (177.8x25.4 mm) JAZ CT1707E99";Uni
3454;"CEPILLO CIRCULAR CON ESPIGA 2"" (50.8 mm) JAZ BDER5030";Uni
34459;"ESMERIL ANGULAR 4.1/2"" (114.3 mm) 7 A MILWAUKEE 613033";Uni
34592;"TORNILLO GOL HEX PUNTA BROCA ZINC #8X1""(25.40 mm)";Uni
34593;TORNILLO GOL HEX PUNTA BROCA ZINC #8X1.1/2 (38.1 mm);Uni
34594;"TORNILLO GOL HEX PUNTA BROCA ZINC #10X3/4""(19.05 mm)";Uni
34595;"TORNILLO GOL HEX PUNTA BROCA ZINC #14X3/4""(19.05 mm) C/A";Uni
34600;"TORNILLO GOL PUNTA BROCA CAB RED #8X1.1/2""(38.1 mm) ZINC";Uni
40032;"CUBO 12P LARGO 1/2"" (12.7 mm) x 26 mm STANLEY 86434";Uni
40033;"CUBO 12P LARGO 1/2"" (12.7 mm) x 27 mm STANLEY 4-86-435";Uni
40034;"CUBO 12P LARGO 1/2"" (12.7 mm) x 28 mm STANLEY 86436";Uni
40041;"CUBO PUNTA HEXAGONAL 1/2"" (12.7 mm) x 6 mm STANLEY 4-89-188";Uni
40042;"CUBO PUNTA HEXAGONAL 1/2"" (12.7 mm) x 8 mm STANLEY 89189";Uni
40054;"CUBO PUNTA TORX 1/2"" (12.7 mm) x 50 mm STANLEY 89231";Uni
40056;"ADAPTADOR PARA CUBO 3/4""Hx1/2""M (19.05x12.7 mm) STANLEY 88-908";Uni
4011;"CLAVO SIN CABEZA 2.1/2"" (63.5 mm) 1 lb (0.453 kg)";0.453 kg
4017;"CODO BRONCE COMPRESION 1/4"" 65-4                            ";Uni
40185;"CONECTOR HEMBRA PARA MANGUERA 1/2"" NPT 1162-8               ";Uni
40251;"TEE ACERO INOX 1/2""                                         ";Uni
40252;"TEE ACERO INOX 3/4""                                         ";Uni
40253;"TEE ACERO INOX 1""                                           ";Uni
40254;"TEE ACERO INOX 1.1/2""                                       ";Uni
40261;"UNION UNIVERSAL ACERO INOX 1/2""                             ";Uni
40160;"CODO PLASTICO PARA MANGUERA 3/4X3/4"" (19.05 x 19.05 mm) PL649 ";Uni
40168;ACCESORIO PARA TANQUE DE INODORO 13 L ;JGO
40169;"RUEDA P/CORTAGRAMA CENTRO METAL 6""4903200001                ";Uni
40170;"RUEDA P/CORTAGRAMA CENTRO METAL 7""4903210001                ";Uni
40171;"RUEDA P/CORTAGRAMA CENTRO METAL 8""4903220004                ";Uni
40243;"TUBO ACERO INOX 1""X20' SCH40 304                            ";Uni
40244;"TUBO ACERO INOX 1.1/2""X20' SCH40 304                        ";Uni
40245;"TUBO ACERO INOX 2""X20' SCH40 304                            ";Uni
40246;"CODO ACERO INOX CON ROSCA 1/2""X90°                          ";Uni
40250;"CODO ACERO INOX 2""X90°                                      ";Uni
40259;"ANILLO ACERO INOX 1.1/2""                                    ";Uni
4026;"CODO DE BRONCE COMPRESION 1/4X1/4"" NPT 69-44                ";Uni
40260;"ANILLO ACERO INOX 2""                                        ";Uni
4029;"CODO BRONCE FLARE 1/2X1/2"" NPT MACHO 49-88                  ";Uni
4032;"CODO GALVANIZADO 90° 1/8"" (3.17 mm) ";Uni
40327;PEDESTAL PARA LAVAMANO BLANCO VERONA CORONA 100;Uni
4035;"CODO GALVANIZADO 90° 1/2"" (12.70 mm) ";Uni
4036;"CODO GALVANIZADO 90° 3/4"" (19.05 mm) ";Uni
4038;"CODO GALVANIZADO 90° 1.1/4"" (31.75 mm) ";Uni
4039;"CODO GALVANIZADO 90° 1.1/2"" (58.1 mm) ";Uni
40397;SILICON NEGRO 12.9 oz (365 g) RTV PERMATEX 81173;Uni
4041;"CODO GALVANIZADO 90° 2.1/2"" (63.5 mm) ";Uni
4042;"CODO GALVANIZADO 90° 3"" (76.2 mm)";Uni
4045;"CODO GALVANIZADO 90° 6"" (15.24 cm) ";Uni
